PassengerId,Name,Sex,Age,Pclass,SibSp,Parch,Fare,Embarked,Cabin,Ticket,Survived
43206,Passenger_043206,female,,1,0,0,40.32,S,B,TKT-527863,0
43207,Passenger_043207,female,6.9,2,0,0,35.94,S,F,TKT-347138,0
43208,Passenger_043208,male,29.8,1,0,0,48.09,C,A,TKT-534593,1
43209,Passenger_043209,male,40.0,1,0,0,41.21,S,A,TKT-961062,0
43210,Passenger_043210,male,47.7,1,0,0,119.57,C,D,TKT-601089,0
43211,Passenger_043211,male,30.2,3,3,1,13.95,S,G,TKT-661723,0
43212,Passenger_043212,female,36.6,3,1,1,18.17,S,G,TKT-347100,0
43213,Passenger_043213,female,11.4,2,0,1,15.83,S,D,TKT-689009,1
43214,Passenger_043214,female,15.9,3,0,0,17.6,S,F,TKT-971901,1
43215,Passenger_043215,female,31.3,3,0,0,13.23,C,G,TKT-331651,1
43216,Passenger_043216,female,45.3,3,2,2,18.3,Q,F,TKT-875144,1
43217,Passenger_043217,male,26.1,1,1,0,89.97,S,D,TKT-574009,1
43218,Passenger_043218,male,39.2,1,5,0,66.93,S,,TKT-268068,0
43219,Passenger_043219,male,,3,0,1,13.56,S,G,TKT-850139,1
43220,Passenger_043220,female,31.0,3,2,0,10.28,S,F,TKT-193147,1
43221,Passenger_043221,male,29.6,3,0,1,22.21,S,G,TKT-755005,0
43222,Passenger_043222,female,43.3,3,0,3,13.76,S,G,TKT-570368,1
43223,Passenger_043223,male,43.9,3,3,3,15.69,Q,E,TKT-295947,0
43224,Passenger_043224,male,41.3,2,0,0,19.56,S,D,TKT-653018,0
43225,Passenger_043225,male,35.5,3,0,0,14.52,S,E,TKT-272076,0
43226,Passenger_043226,male,12.3,3,0,0,10.58,S,,TKT-183447,0
43227,Passenger_043227,male,45.5,1,0,0,95.39,S,B,TKT-663936,0
43228,Passenger_043228,male,48.0,1,0,0,53.11,S,,TKT-948489,0
43229,Passenger_043229,male,43.4,1,1,0,125.58,S,C,TKT-219534,1
43230,Passenger_043230,male,,1,0,0,89.3,S,C,TKT-150325,0
43231,Passenger_043231,male,36.4,3,0,0,12.71,S,,TKT-311642,0
43232,Passenger_043232,female,10.1,3,2,0,16.0,S,,TKT-182143,0
43233,Passenger_043233,male,37.9,1,1,0,52.65,S,B,TKT-127958,1
43234,Passenger_043234,male,41.1,3,0,0,10.64,S,F,TKT-254228,0
43235,Passenger_043235,female,31.4,1,0,0,50.46,S,B,TKT-676836,1
43236,Passenger_043236,male,46.0,1,0,0,127.72,N,D,TKT-936222,0
43237,Passenger_043237,female,0.5,1,1,0,79.43,S,C,TKT-593115,1
43238,Passenger_043238,female,34.6,2,1,0,17.12,C,E,TKT-727905,1
43239,Passenger_043239,female,46.1,3,1,0,9.57,S,G,TKT-615156,0
43240,Passenger_043240,male,26.8,3,0,2,14.01,C,F,TKT-906260,0
43241,Passenger_043241,female,8.7,3,2,0,22.78,S,G,TKT-751421,0
43242,Passenger_043242,male,21.3,3,0,0,17.31,C,,TKT-394572,1
43243,Passenger_043243,male,54.9,3,0,0,16.16,S,E,TKT-770444,1
43244,Passenger_043244,male,37.7,2,0,0,42.55,S,,TKT-101820,0
43245,Passenger_043245,male,24.2,1,0,0,56.71,S,,TKT-700386,1
43246,Passenger_043246,male,53.5,3,1,1,10.53,S,F,TKT-717851,0
43247,Passenger_043247,female,,3,0,0,12.62,Q,,TKT-321684,1
43248,Passenger_043248,male,33.7,3,2,0,19.62,C,G,TKT-979222,0
43249,Passenger_043249,male,0.5,1,1,0,63.76,S,C,TKT-803694,1
43250,Passenger_043250,male,14.7,3,0,0,14.23,S,E,TKT-442810,0
43251,Passenger_043251,male,31.3,3,0,0,21.55,Q,G,TKT-840391,0
43252,Passenger_043252,female,53.1,1,0,0,66.87,C,D,TKT-524639,0
43253,Passenger_043253,female,48.4,1,0,3,86.02,S,D,TKT-507762,0
43254,Passenger_043254,female,47.2,2,4,0,29.62,S,D,TKT-860952,0
43255,Passenger_043255,female,18.4,1,0,0,353.65,C,,TKT-675252,0
43256,Passenger_043256,female,26.6,3,0,0,8.68,S,,TKT-291247,0
43257,Passenger_043257,male,41.5,3,5,2,26.04,S,,TKT-392505,0
43258,Passenger_043258,male,8.5,2,1,2,28.48,S,D,TKT-712451,0
43259,Passenger_043259,male,29.1,1,0,0,57.52,S,D,TKT-391621,0
43260,Passenger_043260,male,5.6,2,1,0,29.62,S,E,TKT-914251,0
43261,Passenger_043261,female,42.9,3,0,0,11.3,C,,TKT-643672,0
43262,Passenger_043262,female,32.2,3,0,0,24.02,S,F,TKT-976724,0
43263,Passenger_043263,male,12.9,3,0,0,16.26,S,,TKT-794246,0
43264,Passenger_043264,male,35.2,2,4,0,67.01,S,,TKT-577242,1
43265,Passenger_043265,female,21.5,3,1,0,24.76,S,F,TKT-159576,1
43266,Passenger_043266,female,37.9,2,1,0,36.01,S,,TKT-987736,1
43267,Passenger_043267,female,23.7,2,1,0,19.98,S,E,TKT-956538,1
43268,Passenger_043268,female,48.7,1,0,0,103.55,C,D,TKT-814802,1
43269,Passenger_043269,male,38.8,3,1,0,16.33,S,F,TKT-828206,0
43270,Passenger_043270,male,30.1,3,1,0,24.69,S,F,TKT-817025,0
43271,Passenger_043271,male,43.9,3,0,0,21.02,N,,TKT-562336,0
43272,Passenger_043272,male,19.0,2,0,0,24.37,S,F,TKT-305458,0
43273,Passenger_043273,male,,1,3,0,60.6,S,D,TKT-401840,0
43274,Passenger_043274,female,41.6,2,0,4,28.09,C,,TKT-221649,1
43275,Passenger_043275,female,20.1,2,0,0,34.34,S,E,TKT-239035,1
43276,Passenger_043276,male,40.9,1,3,0,76.77,S,,TKT-716074,1
43277,Passenger_043277,male,39.5,3,1,0,22.25,C,G,TKT-708436,0
43278,Passenger_043278,male,27.9,3,0,0,9.69,C,F,TKT-221342,0
43279,Passenger_043279,male,47.6,3,0,0,15.14,C,F,TKT-884263,1
43280,Passenger_043280,female,37.8,3,0,0,13.3,S,,TKT-856180,0
43281,Passenger_043281,female,35.4,3,0,0,17.95,S,E,TKT-542670,0
43282,Passenger_043282,female,47.4,1,0,0,82.82,S,A,TKT-733975,1
43283,Passenger_043283,male,,3,0,0,8.37,Q,,TKT-269485,1
43284,Passenger_043284,female,,1,1,0,40.8,Q,,TKT-807266,1
43285,Passenger_043285,female,13.3,2,0,1,37.13,S,D,TKT-343796,0
43286,Passenger_043286,female,44.6,3,0,0,12.7,S,,TKT-412191,1
43287,Passenger_043287,male,34.5,3,0,0,17.32,S,F,TKT-217506,0
43288,Passenger_043288,male,33.6,3,1,1,7.56,S,,TKT-655596,1
43289,Passenger_043289,male,22.9,3,1,0,9.63,S,E,TKT-361006,1
43290,Passenger_043290,male,11.9,3,1,0,10.09,S,,TKT-776862,0
43291,Passenger_043291,male,42.8,2,1,0,16.21,S,E,TKT-397683,0
43292,Passenger_043292,female,32.0,3,0,0,8.68,Q,F,TKT-729219,1
43293,Passenger_043293,male,49.5,1,1,0,205.04,S,A,TKT-584665,0
43294,Passenger_043294,male,28.2,2,0,0,22.89,S,F,TKT-131731,0
43295,Passenger_043295,male,27.5,3,0,0,6.83,S,E,TKT-844582,0
43296,Passenger_043296,female,,3,0,1,20.56,C,,TKT-445327,0
43297,Passenger_043297,male,,1,0,0,40.85,S,B,TKT-470951,1
43298,Passenger_043298,male,23.4,3,1,2,15.66,S,G,TKT-357321,0
43299,Passenger_043299,male,46.5,2,2,3,23.99,C,D,TKT-814328,0
43300,Passenger_043300,male,51.5,3,1,2,21.12,C,,TKT-299957,0
43301,Passenger_043301,male,35.8,3,0,0,9.35,S,E,TKT-232859,0
43302,Passenger_043302,female,29.7,1,1,0,88.29,S,B,TKT-717968,1
43303,Passenger_043303,male,31.8,3,1,1,22.55,C,,TKT-591005,1
43304,Passenger_043304,male,29.6,3,0,0,6.55,C,G,TKT-977806,1
43305,Passenger_043305,female,25.0,3,2,1,14.26,S,E,TKT-798655,0
43306,Passenger_043306,male,29.5,3,0,0,14.13,S,,TKT-917526,0
43307,Passenger_043307,male,26.8,2,0,0,31.99,S,E,TKT-307865,0
43308,Passenger_043308,male,46.5,3,0,0,15.24,C,G,TKT-810791,0
43309,Passenger_043309,male,44.7,3,0,0,15.18,S,F,TKT-798997,0
43310,Passenger_043310,male,28.0,3,0,1,7.89,S,G,TKT-183091,0
43311,Passenger_043311,male,22.5,1,1,0,50.25,S,,TKT-934535,0
43312,Passenger_043312,male,30.7,3,0,0,16.15,S,G,TKT-615843,0
43313,Passenger_043313,female,27.3,3,1,1,11.99,Q,,TKT-979000,1
43314,Passenger_043314,male,54.4,3,2,0,14.18,C,,TKT-160270,0
43315,Passenger_043315,female,57.5,3,0,1,22.17,Q,E,TKT-429933,0
43316,Passenger_043316,male,16.6,3,0,0,12.92,S,F,TKT-859315,1
43317,Passenger_043317,male,16.7,3,1,0,14.18,S,G,TKT-367637,1
43318,Passenger_043318,male,37.3,2,0,0,33.24,C,,TKT-934230,1
43319,Passenger_043319,male,9.0,3,0,0,17.75,S,G,TKT-797812,0
43320,Passenger_043320,male,26.2,3,0,0,17.81,S,,TKT-705254,0
43321,Passenger_043321,male,48.8,3,0,2,21.56,S,F,TKT-429529,1
43322,Passenger_043322,female,32.6,2,2,0,24.76,C,F,TKT-455924,1
43323,Passenger_043323,male,10.4,2,1,1,14.94,C,,TKT-603764,0
43324,Passenger_043324,male,56.2,1,0,0,78.54,S,,TKT-117760,0
43325,Passenger_043325,female,22.4,1,1,0,44.8,Q,B,TKT-682714,1
43326,Passenger_043326,male,37.5,2,0,0,16.57,C,D,TKT-679981,0
43327,Passenger_043327,female,,3,0,0,10.43,S,F,TKT-528572,0
43328,Passenger_043328,female,17.0,1,1,0,98.63,Q,,TKT-513859,1
43329,Passenger_043329,male,22.9,1,0,1,112.68,S,D,TKT-595210,1
43330,Passenger_043330,male,24.0,3,0,0,7.35,S,F,TKT-960018,0
43331,Passenger_043331,female,20.3,3,0,0,14.76,S,F,TKT-134392,1
43332,Passenger_043332,female,7.5,3,0,3,11.36,S,E,TKT-173274,1
43333,Passenger_043333,female,20.8,1,3,0,66.27,Q,A,TKT-994764,0
43334,Passenger_043334,male,36.3,3,3,0,15.0,C,F,TKT-487345,0
43335,Passenger_043335,male,5.1,2,0,1,76.96,S,F,TKT-715321,0
43336,Passenger_043336,male,41.9,1,0,1,76.71,C,,TKT-380220,0
43337,Passenger_043337,male,46.6,2,0,1,30.57,S,E,TKT-484930,1
43338,Passenger_043338,male,27.4,3,0,0,4.57,Q,F,TKT-547136,0
43339,Passenger_043339,female,30.1,3,2,0,17.75,S,E,TKT-446944,1
43340,Passenger_043340,male,50.0,1,0,2,230.76,S,C,TKT-509126,1
43341,Passenger_043341,female,40.6,2,1,0,30.31,C,E,TKT-459616,1
43342,Passenger_043342,male,36.1,3,1,0,9.9,S,,TKT-254283,0
43343,Passenger_043343,female,23.6,3,0,0,13.7,S,F,TKT-869775,0
43344,Passenger_043344,male,41.7,3,0,0,4.34,Q,E,TKT-796381,0
43345,Passenger_043345,female,37.7,3,0,2,17.5,S,,TKT-318607,0
43346,Passenger_043346,female,12.4,2,0,0,26.67,S,F,TKT-161475,1
43347,Passenger_043347,male,31.9,3,5,0,23.37,S,G,TKT-708825,0
43348,Passenger_043348,female,47.7,3,0,0,12.1,S,E,TKT-334641,1
43349,Passenger_043349,male,36.1,3,0,0,18.56,S,,TKT-379230,0
43350,Passenger_043350,male,,3,0,0,9.62,S,G,TKT-496505,0
43351,Passenger_043351,male,34.8,3,0,0,10.76,S,G,TKT-782559,0
43352,Passenger_043352,female,19.3,3,0,1,18.07,S,E,TKT-739942,1
43353,Passenger_043353,female,54.3,3,0,0,3.81,S,F,TKT-420584,0
43354,Passenger_043354,male,54.1,3,0,0,19.65,Q,G,TKT-123584,0
43355,Passenger_043355,male,,3,0,0,13.57,C,E,TKT-740583,0
43356,Passenger_043356,male,35.8,3,0,0,8.4,C,F,TKT-853962,0
43357,Passenger_043357,male,41.9,1,0,0,216.2,S,A,TKT-553981,0
43358,Passenger_043358,male,66.9,3,0,0,11.14,S,G,TKT-573956,0
43359,Passenger_043359,male,54.9,3,1,0,10.84,S,E,TKT-175528,0
43360,Passenger_043360,male,16.0,3,0,0,12.68,S,G,TKT-989481,1
43361,Passenger_043361,female,42.9,3,0,0,7.86,C,F,TKT-258586,0
43362,Passenger_043362,female,16.2,3,0,0,12.88,S,F,TKT-322261,1
43363,Passenger_043363,male,20.8,1,2,0,94.98,C,B,TKT-977955,1
43364,Passenger_043364,male,21.6,3,2,1,18.36,S,,TKT-470033,0
43365,Passenger_043365,male,,3,1,1,28.8,S,E,TKT-410580,0
43366,Passenger_043366,male,34.4,3,0,2,10.37,C,E,TKT-511482,0
43367,Passenger_043367,male,26.6,1,0,0,63.97,C,C,TKT-548786,1
43368,Passenger_043368,male,34.9,3,1,0,41.56,S,G,TKT-496592,1
43369,Passenger_043369,male,49.3,3,0,0,9.17,S,F,TKT-691215,0
43370,Passenger_043370,female,36.6,1,0,0,139.06,C,,TKT-952312,1
43371,Passenger_043371,male,40.9,3,2,0,15.48,C,,TKT-566096,0
43372,Passenger_043372,female,31.2,2,0,0,15.32,C,,TKT-920427,1
43373,Passenger_043373,male,28.6,3,0,0,14.58,Q,,TKT-573815,0
43374,Passenger_043374,female,26.7,3,0,0,17.93,S,F,TKT-927816,1
43375,Passenger_043375,female,,3,0,0,20.24,S,F,TKT-124942,1
43376,Passenger_043376,female,,2,0,1,39.66,S,,TKT-341207,1
43377,Passenger_043377,male,18.8,1,0,0,86.21,S,D,TKT-175400,1
43378,Passenger_043378,male,27.5,1,0,0,148.81,S,A,TKT-674509,0
43379,Passenger_043379,female,48.9,2,1,1,38.32,Q,,TKT-405288,0
43380,Passenger_043380,male,21.2,2,0,1,21.77,S,E,TKT-444913,0
43381,Passenger_043381,male,34.7,3,0,0,10.28,S,F,TKT-446478,0
43382,Passenger_043382,male,50.7,3,3,0,22.96,C,,TKT-765314,0
43383,Passenger_043383,female,9.8,1,2,0,65.1,C,,TKT-167319,1
43384,Passenger_043384,male,38.4,2,0,0,33.49,S,,TKT-610626,0
43385,Passenger_043385,male,31.6,3,0,0,36.13,S,G,TKT-356387,1
43386,Passenger_043386,female,25.9,3,1,0,5.99,S,E,TKT-485711,1
43387,Passenger_043387,male,31.6,1,0,0,72.09,C,D,TKT-713825,1
43388,Passenger_043388,male,48.9,2,3,0,24.46,S,D,TKT-185611,0
43389,Passenger_043389,male,34.3,2,3,1,35.28,S,E,TKT-557070,0
43390,Passenger_043390,male,32.0,2,0,1,32.73,C,E,TKT-646229,1
43391,Passenger_043391,male,38.5,2,0,1,16.95,S,,TKT-234206,1
43392,Passenger_043392,male,41.1,3,1,0,10.04,S,,TKT-197148,0
43393,Passenger_043393,male,32.1,2,0,0,34.67,C,,TKT-476060,0
43394,Passenger_043394,male,31.6,3,0,0,15.57,S,F,TKT-974323,0
43395,Passenger_043395,male,17.8,3,0,0,13.42,S,,TKT-137418,1
43396,Passenger_043396,male,44.9,2,3,0,22.47,Q,E,TKT-560153,0
43397,Passenger_043397,female,33.8,2,0,3,56.63,S,F,TKT-217750,1
43398,Passenger_043398,male,16.0,1,2,1,45.02,S,,TKT-894766,0
43399,Passenger_043399,female,30.5,1,0,2,84.3,N,D,TKT-313928,0
43400,Passenger_043400,female,,2,1,0,31.06,C,F,TKT-441153,1
43401,Passenger_043401,male,13.3,3,0,0,7.82,S,E,TKT-905502,0
43402,Passenger_043402,male,15.0,1,0,0,60.35,S,C,TKT-755084,0
43403,Passenger_043403,female,5.7,2,0,3,36.78,S,D,TKT-717108,0
43404,Passenger_043404,female,22.5,3,0,2,20.88,S,G,TKT-432489,1
43405,Passenger_043405,female,26.1,3,0,0,22.64,S,E,TKT-622606,0
43406,Passenger_043406,male,33.3,2,0,2,19.38,S,D,TKT-605022,0
43407,Passenger_043407,female,25.4,3,1,0,17.9,S,E,TKT-707344,1
43408,Passenger_043408,male,52.2,3,0,0,19.77,S,,TKT-968279,0
43409,Passenger_043409,male,59.2,1,2,0,52.02,C,B,TKT-323087,0
43410,Passenger_043410,female,45.5,3,0,0,7.87,C,G,TKT-256534,1
43411,Passenger_043411,male,19.0,3,1,0,11.51,S,G,TKT-542297,0
43412,Passenger_043412,male,29.4,3,0,0,12.87,S,,TKT-896021,0
43413,Passenger_043413,female,46.5,3,0,0,18.3,S,,TKT-744551,1
43414,Passenger_043414,female,15.5,2,0,0,20.62,Q,,TKT-535831,0
43415,Passenger_043415,male,27.5,3,0,0,13.16,S,F,TKT-436410,0
43416,Passenger_043416,male,29.3,3,0,0,21.51,S,E,TKT-776507,0
43417,Passenger_043417,male,29.7,3,1,3,26.41,C,,TKT-595357,0
43418,Passenger_043418,male,51.3,3,0,1,14.39,S,,TKT-119021,0
43419,Passenger_043419,male,29.7,3,1,0,14.88,S,E,TKT-918791,1
43420,Passenger_043420,male,3.8,1,1,0,75.03,S,D,TKT-589226,1
43421,Passenger_043421,male,41.4,3,1,4,15.97,S,,TKT-645190,1
43422,Passenger_043422,male,29.3,1,4,0,106.13,S,B,TKT-477771,0
43423,Passenger_043423,male,31.6,1,0,0,56.89,S,A,TKT-886334,0
43424,Passenger_043424,male,30.5,3,0,0,8.9,S,E,TKT-863287,0
43425,Passenger_043425,female,42.4,3,1,0,13.85,S,G,TKT-933089,1
43426,Passenger_043426,male,37.1,3,0,0,23.69,S,F,TKT-785425,0
43427,Passenger_043427,male,31.2,3,0,0,12.3,S,E,TKT-980404,0
43428,Passenger_043428,female,31.3,2,3,2,35.77,S,,TKT-119116,1
43429,Passenger_043429,female,54.2,3,3,0,21.11,S,F,TKT-604969,0
43430,Passenger_043430,female,12.5,2,3,0,28.9,S,E,TKT-368526,0
43431,Passenger_043431,male,24.7,2,0,2,25.65,C,F,TKT-126775,1
43432,Passenger_043432,male,38.7,3,0,3,18.88,Q,G,TKT-864282,0
43433,Passenger_043433,male,34.4,3,1,0,20.83,C,,TKT-354085,0
43434,Passenger_043434,female,35.9,3,1,0,18.93,S,F,TKT-577458,1
43435,Passenger_043435,male,44.3,2,1,2,26.66,Q,F,TKT-207740,0
43436,Passenger_043436,male,26.9,3,0,0,11.88,S,E,TKT-907746,1
43437,Passenger_043437,male,32.2,3,0,0,6.78,S,F,TKT-516553,0
43438,Passenger_043438,male,19.5,3,0,0,10.48,C,,TKT-293822,1
43439,Passenger_043439,male,39.1,3,0,0,21.11,S,F,TKT-336811,0
43440,Passenger_043440,male,46.1,1,0,0,294.17,S,,TKT-289619,0
43441,Passenger_043441,male,41.8,2,0,0,8.76,S,E,TKT-525800,1
43442,Passenger_043442,male,49.9,3,1,0,12.2,Q,,TKT-266853,1
43443,Passenger_043443,male,41.5,3,0,0,9.17,S,,TKT-817144,0
43444,Passenger_043444,male,37.0,3,0,0,11.66,S,,TKT-247384,1
43445,Passenger_043445,female,50.0,3,3,0,14.74,C,G,TKT-817136,0
43446,Passenger_043446,male,30.7,3,1,0,8.22,S,,TKT-230862,0
43447,Passenger_043447,male,54.1,3,0,0,5.31,S,,TKT-363491,0
43448,Passenger_043448,male,19.4,3,0,1,13.64,S,E,TKT-210190,0
43449,Passenger_043449,male,43.6,3,0,0,25.3,S,E,TKT-556616,0
43450,Passenger_043450,male,29.0,2,0,0,20.01,S,D,TKT-508384,0
43451,Passenger_043451,male,18.7,1,0,0,54.17,C,,TKT-165767,1
43452,Passenger_043452,female,25.6,3,0,0,10.44,S,E,TKT-831398,1
43453,Passenger_043453,male,47.1,3,1,0,9.92,S,E,TKT-199807,0
43454,Passenger_043454,male,45.0,3,0,0,20.91,S,G,TKT-232604,0
43455,Passenger_043455,male,28.3,1,0,1,68.78,S,C,TKT-628955,1
43456,Passenger_043456,female,15.1,2,0,1,20.94,S,D,TKT-818144,1
43457,Passenger_043457,male,29.7,2,0,1,14.23,S,E,TKT-675206,0
43458,Passenger_043458,female,,3,0,0,6.47,C,G,TKT-589004,1
43459,Passenger_043459,male,41.3,3,0,0,15.78,C,G,TKT-414887,0
43460,Passenger_043460,male,24.8,3,0,0,15.79,S,,TKT-870311,0
43461,Passenger_043461,female,13.4,2,0,0,30.04,Q,,TKT-656227,0
43462,Passenger_043462,male,24.4,3,0,0,13.76,C,E,TKT-557393,1
43463,Passenger_043463,male,46.4,3,0,0,8.44,S,,TKT-154054,0
43464,Passenger_043464,female,47.1,2,0,0,16.2,S,F,TKT-958305,0
43465,Passenger_043465,female,10.0,3,0,1,11.35,C,E,TKT-914988,1
43466,Passenger_043466,male,36.8,2,0,1,45.23,S,F,TKT-350613,1
43467,Passenger_043467,male,45.3,3,0,0,18.61,S,,TKT-125176,0
43468,Passenger_043468,male,37.1,3,0,1,14.08,C,E,TKT-918475,1
43469,Passenger_043469,male,23.9,1,0,0,49.6,S,C,TKT-262314,1
43470,Passenger_043470,female,72.4,3,1,0,11.55,S,F,TKT-717772,1
43471,Passenger_043471,male,25.5,2,0,3,26.08,S,,TKT-198902,0
43472,Passenger_043472,male,32.9,1,0,0,74.25,Q,B,TKT-486111,0
43473,Passenger_043473,male,41.6,3,0,0,7.96,S,E,TKT-114805,0
43474,Passenger_043474,male,37.0,3,2,1,16.57,S,G,TKT-982918,0
43475,Passenger_043475,female,41.6,3,0,2,19.02,S,,TKT-224587,0
43476,Passenger_043476,male,35.3,3,2,0,8.26,S,G,TKT-541153,0
43477,Passenger_043477,male,40.8,2,0,1,46.36,S,E,TKT-721557,0
43478,Passenger_043478,male,46.1,3,0,1,12.16,C,F,TKT-635235,0
43479,Passenger_043479,female,20.2,3,1,3,27.12,Q,G,TKT-246554,0
43480,Passenger_043480,male,28.7,3,0,0,12.24,S,E,TKT-700340,0
43481,Passenger_043481,female,24.8,3,0,1,9.3,S,,TKT-590649,1
43482,Passenger_043482,male,47.7,2,0,0,19.07,S,,TKT-636831,1
43483,Passenger_043483,female,,1,0,0,145.85,C,B,TKT-189936,1
43484,Passenger_043484,male,47.1,1,0,0,69.61,S,A,TKT-125035,0
43485,Passenger_043485,male,24.8,2,2,0,32.79,S,D,TKT-148460,0
43486,Passenger_043486,female,37.0,3,0,2,9.82,S,,TKT-785486,1
43487,Passenger_043487,male,29.3,3,0,0,12.35,C,E,TKT-512317,0
43488,Passenger_043488,male,31.3,3,0,1,16.54,S,E,TKT-858062,0
43489,Passenger_043489,female,29.4,1,1,0,83.64,S,A,TKT-374668,1
43490,Passenger_043490,male,29.2,3,2,3,16.25,S,,TKT-225950,0
43491,Passenger_043491,female,23.0,1,0,1,82.48,C,A,TKT-523555,0
43492,Passenger_043492,male,18.0,1,0,1,75.14,S,,TKT-619498,1
43493,Passenger_043493,female,24.1,3,0,0,27.24,S,E,TKT-785042,1
43494,Passenger_043494,female,26.2,2,0,0,16.69,S,,TKT-181376,1
43495,Passenger_043495,male,29.1,3,0,0,11.2,C,E,TKT-234647,0
43496,Passenger_043496,male,,3,0,0,5.37,C,F,TKT-128169,0
43497,Passenger_043497,male,48.1,2,2,0,48.37,S,D,TKT-196586,0
43498,Passenger_043498,male,39.9,2,0,0,52.47,S,D,TKT-297765,0
43499,Passenger_043499,male,45.8,2,3,1,37.57,S,D,TKT-456842,1
43500,Passenger_043500,male,32.0,2,0,0,54.0,C,F,TKT-608455,0
43501,Passenger_043501,male,60.0,3,0,0,4.61,S,E,TKT-707648,0
43502,Passenger_043502,female,,3,1,0,20.7,S,G,TKT-135408,0
43503,Passenger_043503,female,50.9,3,0,0,20.53,S,F,TKT-681580,1
43504,Passenger_043504,male,22.2,2,0,3,24.3,C,,TKT-295147,1
43505,Passenger_043505,male,41.2,3,0,0,23.13,S,F,TKT-722632,0
43506,Passenger_043506,female,44.1,3,0,0,5.22,S,,TKT-345190,0
43507,Passenger_043507,male,18.0,3,0,1,12.01,S,G,TKT-550356,0
43508,Passenger_043508,female,27.3,3,0,1,6.33,S,E,TKT-951451,0
43509,Passenger_043509,male,42.1,3,0,0,16.57,S,,TKT-782921,0
43510,Passenger_043510,male,,3,0,0,12.61,S,,TKT-601560,0
43511,Passenger_043511,male,9.8,3,0,0,10.68,S,G,TKT-458850,0
43512,Passenger_043512,male,33.3,3,0,1,17.33,S,E,TKT-709546,0
43513,Passenger_043513,male,,1,4,0,87.34,Q,D,TKT-357686,0
43514,Passenger_043514,male,23.2,3,0,0,9.38,C,,TKT-436887,1
43515,Passenger_043515,male,13.1,2,0,0,24.58,S,F,TKT-126389,0
43516,Passenger_043516,male,26.8,2,0,0,22.03,Q,,TKT-253236,1
43517,Passenger_043517,male,9.2,3,0,0,9.73,C,,TKT-586375,1
43518,Passenger_043518,male,41.7,1,0,0,66.75,S,D,TKT-387017,1
43519,Passenger_043519,male,,3,0,0,13.66,S,F,TKT-357458,0
43520,Passenger_043520,male,56.1,3,0,0,13.91,C,F,TKT-155136,0
43521,Passenger_043521,female,29.9,2,0,0,22.26,S,E,TKT-891541,0
43522,Passenger_043522,male,24.6,3,3,1,25.64,S,G,TKT-779365,0
43523,Passenger_043523,male,34.8,3,0,0,12.86,S,G,TKT-957254,1
43524,Passenger_043524,female,47.7,1,0,0,107.95,S,,TKT-930141,1
43525,Passenger_043525,female,33.2,1,0,0,98.29,S,,TKT-900460,0
43526,Passenger_043526,male,17.7,1,0,0,130.84,S,D,TKT-785383,0
43527,Passenger_043527,female,31.6,3,0,3,17.0,S,,TKT-398143,0
43528,Passenger_043528,female,39.2,2,0,0,25.62,S,,TKT-815013,1
43529,Passenger_043529,female,19.7,3,5,0,22.65,S,F,TKT-198016,0
43530,Passenger_043530,male,47.1,3,0,0,15.46,S,,TKT-189838,0
43531,Passenger_043531,male,42.5,3,5,1,27.2,C,G,TKT-250675,0
43532,Passenger_043532,female,,3,0,0,9.38,S,,TKT-701734,1
43533,Passenger_043533,male,41.8,1,0,0,70.05,S,C,TKT-868887,0
43534,Passenger_043534,female,27.7,1,0,0,114.27,S,,TKT-491809,1
43535,Passenger_043535,male,31.2,3,0,0,14.99,S,E,TKT-991237,1
43536,Passenger_043536,female,,3,1,0,16.85,Q,,TKT-259307,1
43537,Passenger_043537,female,33.0,3,0,0,16.64,S,,TKT-645877,0
43538,Passenger_043538,male,50.5,3,3,0,11.19,S,,TKT-207768,0
43539,Passenger_043539,male,,2,2,0,51.79,S,D,TKT-494017,0
43540,Passenger_043540,female,7.7,3,0,0,22.11,Q,G,TKT-844849,1
43541,Passenger_043541,female,41.6,3,0,0,32.2,Q,E,TKT-241747,1
43542,Passenger_043542,female,20.1,1,0,0,189.44,S,C,TKT-629377,1
43543,Passenger_043543,female,22.3,1,0,0,132.8,S,D,TKT-571198,0
43544,Passenger_043544,male,47.4,3,1,0,20.38,S,G,TKT-668214,0
43545,Passenger_043545,female,36.1,3,1,1,24.98,S,,TKT-643685,1
43546,Passenger_043546,male,20.9,3,0,0,7.62,S,G,TKT-192651,0
43547,Passenger_043547,male,26.7,3,0,0,27.76,S,,TKT-791279,0
43548,Passenger_043548,male,46.6,3,0,0,19.34,S,G,TKT-663197,0
43549,Passenger_043549,female,18.2,3,0,0,14.1,S,G,TKT-474511,0
43550,Passenger_043550,female,19.8,1,0,0,45.81,N,,TKT-764773,1
43551,Passenger_043551,male,20.9,3,0,0,12.88,S,,TKT-263461,0
43552,Passenger_043552,male,10.5,3,0,0,5.4,S,E,TKT-590001,0
43553,Passenger_043553,female,,3,1,0,12.19,Q,G,TKT-781519,1
43554,Passenger_043554,male,32.4,1,0,0,173.94,S,,TKT-908208,0
43555,Passenger_043555,male,37.1,3,0,0,10.26,S,,TKT-728840,0
43556,Passenger_043556,male,44.9,3,1,0,20.58,S,G,TKT-761095,1
43557,Passenger_043557,male,25.1,1,0,0,76.52,S,B,TKT-992988,0
