Customer_ID,Age,Annual_Income,Credit_Score,Account_Tenure_Years,Monthly_Spend,Support_Calls,Late_Payments,Login_Frequency,Churn
C04032,41,23417,700,7.7,183.9,4,1,23.6,0
C02284,52,50101,844,9.4,169.34,1,1,20.5,0
C00663,22,35597,510,0.2,173.06,0,0,13.0,0
C04964,30,58614,667,0.2,127.83,2,1,15.4,0
C02286,54,50623,686,6.1,176.99,2,2,13.9,0
C04717,56,48759,639,7.4,20.0,0,2,16.3,0
C03194,28,63772,779,5.1,327.96,1,1,12.1,0
C02504,25,67663,648,3.2,201.85,4,1,13.2,0
C04044,25,43463,715,2.1,114.84,3,2,7.3,0
C00780,55,46120,651,3.1,237.37,2,2,20.2,0
C04020,48,36464,602,4.4,154.42,2,0,16.8,0
C03427,40,57663,665,3.5,183.76,3,0,27.1,0
C04307,50,43025,693,4.7,253.02,1,2,24.4,0
C03197,30,65378,621,1.0,192.3,3,0,21.9,0
C04836,42,48289,703,2.2,299.55,2,3,24.7,0
C00686,53,44955,665,6.8,126.64,2,0,25.0,0
C03170,45,49138,728,4.6,148.9,4,0,9.5,0
C03927,41,48243,588,5.5,173.67,4,0,20.2,0
C03435,30,71981,647,13.4,207.35,2,0,14.4,0
C02172,50,39959,696,9.1,157.48,1,4,20.6,0
C03690,27,54693,797,3.1,158.22,1,2,15.3,0
C01851,24,51079,680,3.4,131.84,2,1,19.6,0
C00488,42,70846,629,1.4,103.72,2,1,25.9,0
C01689,58,39208,609,5.9,253.68,1,2,17.4,0
C02231,46,60731,710,6.2,171.19,1,0,13.6,0
C03265,42,68008,693,3.0,199.5,1,0,16.0,0
C02321,24,40162,659,7.8,130.78,1,0,16.8,0
C00783,25,64234,633,1.2,192.89,4,2,20.2,0
C00522,26,44776,724,6.6,138.75,4,0,14.3,0
C00523,28,85471,623,6.2,170.01,1,1,23.0,0
C02838,56,68624,651,4.1,240.81,1,1,18.4,0
C04540,55,61053,662,5.6,176.12,2,2,35.0,0
C02399,31,54352,631,4.2,239.04,3,1,21.8,0
C02208,54,48279,730,2.7,50.06,1,0,13.1,0
C03478,42,36934,611,0.2,199.05,3,2,16.6,0
C03553,58,58047,664,4.0,158.51,3,1,13.7,0
C04088,58,78571,721,6.8,137.33,0,1,13.3,0
C02823,26,66110,637,9.2,332.0,2,2,19.0,0
C01512,30,69749,753,2.4,283.12,2,1,11.1,0
C01883,28,63526,550,5.1,251.25,1,1,21.0,0
C00652,47,45153,643,1.6,235.07,3,1,14.2,0
C04931,21,39032,746,7.5,246.77,4,2,19.0,0
C03090,39,37681,780,6.0,115.31,0,1,20.3,0
C00370,51,46971,487,6.2,112.46,3,3,19.1,0
C04998,53,38296,728,4.7,195.4,1,0,2.4,0
C00119,30,72004,646,1.4,271.53,0,0,13.0,0
C03321,24,47693,704,4.5,122.6,0,4,14.4,0
C03035,24,65059,699,5.4,96.77,1,1,16.3,0
C02217,39,63505,661,3.7,102.23,2,3,9.1,0
C03543,24,57714,700,0.2,207.33,1,0,5.8,1
C01614,48,53524,725,7.2,133.72,3,3,25.7,0
C03152,30,44257,669,6.5,277.57,1,1,14.3,0
C00963,54,62401,751,4.8,178.23,3,2,14.4,0
C02511,28,56201,725,8.2,166.17,0,0,13.7,0
C03832,29,79680,736,3.9,214.74,2,3,14.2,0
C02824,60,43703,724,3.7,307.7,4,1,20.1,0
C04344,31,45658,619,4.7,306.36,3,0,18.9,0
C03033,43,68300,642,6.2,206.61,1,1,27.6,0
C02416,40,63929,548,4.7,288.62,3,2,11.6,0
C04655,25,73587,679,5.6,156.66,1,1,15.6,0
C04237,58,34238,591,7.6,234.15,0,3,18.6,0
C02186,32,31523,798,6.4,70.36,3,1,17.6,1
C03670,29,76781,698,6.2,110.94,2,1,19.5,0
C02038,22,58441,689,2.3,236.41,1,0,25.2,0
C04363,40,66669,727,4.0,151.81,2,0,18.2,0
C00773,21,88511,739,4.7,165.08,2,1,16.4,0
C01285,36,43964,727,5.3,236.59,2,3,18.7,0
C04604,51,69961,691,6.6,132.17,4,2,16.8,0
C04795,36,71482,638,5.7,199.55,3,0,20.0,1
C01415,44,36780,787,6.0,174.82,2,2,12.0,0
C01235,46,45501,691,8.6,190.02,4,1,15.8,0
C02700,25,56690,638,4.9,163.13,2,1,14.2,0
C00436,25,68407,740,9.6,101.96,2,1,16.5,0
C01675,49,45316,708,1.0,128.61,1,2,29.4,0
C00366,41,49534,615,7.2,216.76,2,0,16.5,0
C02650,34,51209,686,3.3,102.9,2,2,32.2,0
C00232,55,62630,636,0.2,176.9,3,1,5.8,0
C04268,58,43269,685,6.2,26.79,1,1,14.8,0
C04042,47,54575,704,7.8,255.35,2,1,1.7,0
C04400,47,64485,650,9.8,226.05,2,4,20.9,0
C00408,26,58651,562,6.5,121.3,3,1,10.2,0
C02091,56,41282,672,7.5,175.36,0,0,19.6,0
C00087,24,58670,575,10.1,243.58,1,0,12.5,0
C00845,21,51743,667,0.2,273.77,3,1,15.4,0
C01032,27,51658,823,2.7,62.71,1,0,23.6,0
C02856,24,42857,768,7.0,152.02,2,3,11.6,0
C04110,33,55967,588,6.6,275.53,3,0,16.9,0
C04397,32,66142,623,2.5,111.19,0,0,14.5,0
C03894,29,55454,699,2.7,192.86,1,0,30.9,0
C02659,47,55548,701,2.5,124.32,2,1,17.9,0
C00856,54,85927,638,2.8,172.45,3,1,11.1,0
C00079,43,83396,643,4.2,204.33,1,2,16.0,0
C02248,28,43853,849,10.6,246.21,2,1,28.7,0
C04571,48,77168,706,0.2,226.75,4,0,22.9,0
C03657,41,46601,636,5.6,235.79,3,1,5.3,0
C04152,42,52846,591,10.3,262.51,2,0,21.3,0
C03379,55,26644,716,6.4,181.65,2,2,16.8,0
C02280,47,71942,557,3.7,304.27,0,0,26.6,0
C02599,59,23094,655,6.2,177.26,3,0,24.3,0
C04160,22,34835,582,4.2,227.94,3,0,26.8,0
C03871,22,54070,503,3.9,194.2,0,1,19.3,0
C03429,52,35809,550,4.4,114.86,1,1,20.1,0
C02177,25,56012,684,2.3,236.88,0,0,7.7,0
C00425,37,27347,754,5.0,186.8,0,2,8.7,0
C00393,35,72945,699,3.3,98.71,3,2,20.5,1
C04727,24,49862,680,0.2,195.21,1,2,17.9,0
C03694,34,76716,709,7.3,206.49,3,1,9.3,0
C00105,52,29813,699,2.8,239.98,0,1,27.5,0
C03995,41,64130,713,6.3,199.72,0,2,13.6,0
C04413,34,88593,688,9.2,152.64,3,0,21.0,1
C01949,21,37571,620,6.8,172.33,0,2,15.9,0
C01460,41,91695,693,5.5,44.64,4,1,13.0,0
C03258,28,55305,750,6.8,246.05,4,0,22.1,0
C02804,23,41861,727,2.8,146.78,2,1,24.9,0
C02707,49,55699,733,6.8,56.87,0,2,24.1,0
C04790,44,72557,646,2.6,164.15,4,1,16.3,0
C01588,24,63924,762,1.9,208.59,4,0,22.5,0
C03660,40,57619,738,9.8,196.72,7,1,9.6,0
C01732,57,60049,763,4.6,110.21,1,2,10.5,0
C04765,38,50498,552,4.9,264.42,5,2,8.4,0
C04225,52,52417,664,1.5,132.73,4,0,15.4,0
C03682,22,62366,663,8.7,85.86,0,1,22.2,0
C01792,56,58392,730,4.0,170.03,3,0,12.9,0
C02356,35,63140,586,0.6,194.06,0,1,23.7,0
C01941,27,50750,698,8.4,179.69,4,2,16.5,0
C00703,27,81651,711,3.2,173.63,1,1,19.8,0
C02443,21,52422,607,2.2,284.17,3,0,23.6,0
C04376,44,39917,667,4.4,115.73,3,0,19.0,0
C00497,25,55367,732,4.7,240.78,1,4,19.5,0
C00465,21,47725,722,1.9,99.63,1,2,7.8,0
C04072,52,41755,720,3.4,296.45,3,2,17.3,0
C04334,56,78353,769,5.4,139.62,1,1,17.2,0
C00173,51,43432,662,5.6,256.53,3,2,13.3,1
C04944,55,53640,631,5.0,174.13,2,0,25.2,0
C04797,41,61303,680,13.0,139.15,3,0,18.0,0
C02541,32,60849,736,9.1,233.44,2,1,15.9,0
C03263,50,57501,718,8.6,40.21,4,1,14.4,0
C04681,33,49127,802,4.5,165.59,3,2,17.5,0
C02261,21,61333,705,7.1,299.0,1,3,26.8,0
C02113,57,66872,651,4.1,73.93,2,1,15.3,1
C00901,21,58850,568,8.6,220.53,5,1,18.6,0
C01447,58,19904,593,6.9,196.2,1,3,21.6,0
C03574,34,52522,762,7.9,173.93,3,0,17.4,0
C00742,51,44151,605,7.0,228.26,2,1,15.8,0
C02294,50,54284,748,0.2,168.95,1,1,5.2,0
C02453,24,59623,787,2.0,149.54,0,0,18.4,0
C02623,25,44845,691,3.7,78.07,1,0,13.7,0
C04079,30,58145,756,4.8,146.52,0,1,14.5,0
C01207,41,67798,682,3.4,129.76,3,1,22.4,0
C00510,30,39728,563,1.7,313.38,1,1,12.3,0
C02621,54,23213,627,8.2,210.08,2,2,17.9,0
C02803,60,59873,584,9.3,191.02,4,0,21.8,0
C03314,29,18000,685,6.6,244.7,2,1,23.5,0
C01550,21,44818,743,6.5,71.25,1,0,12.0,0
C04564,28,52365,760,6.1,186.84,3,0,19.7,0
C02203,22,57550,584,7.3,71.69,2,3,23.8,0
C02567,53,33827,708,10.0,171.73,2,1,9.4,0
C03893,38,73834,665,1.1,153.55,3,1,19.8,0
C02045,32,81393,731,0.6,148.94,1,0,19.8,0
C00768,40,39622,610,5.6,249.21,2,2,19.6,0
C04873,23,40945,613,3.8,242.0,0,1,16.4,0
C03739,47,70145,661,4.5,177.4,2,1,24.9,0
C00422,48,77940,625,6.2,216.37,1,1,15.0,0
C00124,39,62040,719,4.2,141.34,3,2,19.2,0
C04163,43,64355,720,7.8,222.9,2,1,11.2,0
C02629,45,73583,601,9.5,93.54,4,1,12.2,0
C00820,60,60927,698,1.6,241.88,3,3,26.2,0
C01404,33,42837,783,7.1,220.16,1,2,19.3,0
C01383,34,58529,555,2.1,195.0,3,1,11.1,0
C02149,54,66357,651,5.7,205.39,3,2,17.8,0
C01576,33,60427,693,6.5,170.49,0,0,20.9,0
C01639,28,70393,652,5.0,151.26,1,4,14.4,0
C01796,29,42272,723,9.6,189.85,1,0,25.1,0
C04816,32,72747,682,6.1,160.23,0,1,12.0,0
C00400,33,39321,750,4.5,312.14,3,1,17.2,0
C02311,32,57523,624,3.7,210.61,2,1,23.0,0
C00883,38,44892,626,4.0,219.18,0,2,31.5,0
C04974,51,36044,693,5.3,87.12,2,0,21.1,0
C02898,46,24726,582,5.1,158.16,2,0,12.2,0
C01353,40,67588,712,14.3,213.46,2,1,26.1,0
C02743,41,56653,674,9.1,151.5,1,1,14.3,0
C04551,22,50349,671,6.3,105.1,6,2,15.7,0
C02131,49,41530,725,6.0,99.84,2,0,21.8,0
C00983,42,83157,801,10.1,216.38,4,2,21.7,0
C00457,26,70318,756,7.3,121.78,1,1,12.5,0
C04120,23,63866,720,4.4,217.09,2,0,26.1,0
C01080,54,78523,657,0.2,350.31,4,1,13.2,0
C01951,57,55990,850,2.2,162.84,2,4,23.0,0
C04315,51,68257,748,3.6,160.01,2,2,26.2,0
C00690,52,38126,725,3.9,134.65,1,4,13.2,0
C02430,31,48335,555,3.1,192.4,2,4,10.6,0
C00642,57,41420,723,7.4,309.53,2,0,22.6,0
C02393,45,73006,685,2.2,232.74,1,2,21.2,0
C01954,39,36001,679,5.5,319.92,2,2,12.0,0
C02749,37,76189,626,5.7,173.13,1,0,4.8,0
C04314,24,78199,757,7.1,165.22,2,0,17.4,0
C03436,45,49567,789,5.6,236.84,2,1,30.2,0
C03337,41,37242,780,8.1,69.24,1,1,16.3,0
C04767,43,57665,611,4.4,53.18,6,0,16.3,0
C03371,60,59088,616,1.2,223.44,4,1,31.8,0
C01885,45,82553,642,9.2,304.65,2,1,24.4,0
C00390,27,53387,597,4.8,144.42,3,1,13.8,1
C02495,37,60559,720,0.2,172.28,5,0,29.8,0
C03879,28,59197,694,6.5,203.85,3,2,10.6,0
C03857,35,51430,708,0.5,20.0,2,0,14.8,0
C00846,21,59160,790,1.3,60.92,1,0,21.3,0
C00543,28,58330,674,3.9,127.39,1,2,25.9,0
C00092,53,30671,703,5.5,159.72,3,0,16.3,0
C03890,53,27465,565,1.7,210.21,3,0,10.0,0
C01980,52,65913,821,0.2,172.44,2,1,18.8,1
C02813,28,32688,736,2.7,249.69,1,1,21.2,0
C04083,51,74066,646,0.2,251.55,1,1,10.3,0
C02903,55,62563,804,1.6,199.96,1,0,27.3,0
C02530,44,45697,627,3.9,319.14,0,0,15.5,0
C01677,26,40000,635,5.9,331.48,2,3,13.6,0
C01049,47,76612,651,4.0,154.77,3,0,12.0,0
C01961,54,47001,664,6.4,203.61,1,0,13.4,0
C02531,57,57223,671,5.9,248.55,3,0,21.8,0
C03993,26,66754,735,3.3,248.59,1,2,24.9,0
C00238,38,44648,549,5.1,120.81,3,0,15.5,0
C03098,33,36940,716,6.4,197.3,1,2,17.7,0
C03489,38,31237,686,4.5,330.26,5,1,16.0,0
C01134,51,34937,797,2.3,145.16,4,0,20.7,0
C01806,22,48499,640,9.4,338.49,1,2,12.1,0
C04318,37,75735,611,7.2,256.03,1,1,35.0,0
C00164,37,35037,679,5.5,242.73,2,1,16.9,0
C03493,35,58680,714,10.6,193.6,3,1,19.0,0
C04710,38,67757,769,3.0,270.66,3,1,11.7,0
C04631,26,63840,778,10.6,189.05,0,2,20.1,0
C03454,34,61818,626,5.5,221.24,1,1,15.2,0
C03200,31,25182,777,11.3,33.95,3,1,12.3,0
C03635,59,42814,713,4.7,242.0,1,1,34.3,0
C03940,41,86117,614,0.2,171.85,1,3,15.6,0
C01812,47,71764,737,3.6,101.31,4,1,14.1,0
C03650,50,70255,696,0.2,230.08,3,0,21.3,0
C04050,39,25409,752,8.1,285.55,3,2,12.7,0
C01429,31,35819,672,5.2,329.24,0,1,14.8,0
C03614,23,71518,710,2.9,187.01,2,1,16.4,0
C03132,39,47883,717,8.9,157.14,2,0,8.1,1
C03397,39,54831,784,7.3,246.31,1,0,19.4,0
C04461,25,39609,656,0.2,307.47,2,0,31.0,0
C04650,31,73596,777,5.1,301.8,3,4,15.1,0
C02821,42,32393,717,5.0,179.74,4,0,22.8,0
C01453,23,45453,672,2.5,62.68,3,0,18.4,0
C00594,60,53920,795,11.8,192.56,2,3,18.4,0
C00042,51,67719,747,1.2,132.4,1,0,10.5,0
C00561,42,25395,687,7.0,186.79,2,2,9.3,0
C03274,37,62087,706,7.8,199.33,4,0,10.5,0
C03245,50,82169,768,2.3,122.9,2,4,20.7,0
C00244,46,26354,625,2.5,204.9,1,1,24.5,1
C01340,37,36765,710,4.0,140.26,1,1,13.9,0
C02781,33,55734,682,2.4,63.73,4,2,34.4,0
C03188,37,69070,850,10.6,136.04,2,0,25.3,0
C03800,23,73831,529,3.5,180.46,5,1,12.1,0
C01443,58,51068,803,7.6,214.57,1,1,6.3,0
C00262,27,18000,599,5.5,320.09,2,1,20.8,0
C02765,29,60696,594,5.2,89.38,3,1,16.0,0
C01690,24,45863,668,5.0,207.16,2,1,7.4,0
C01726,52,64106,670,6.4,175.1,1,3,21.5,0
C04793,59,82566,686,3.2,208.19,1,0,16.0,0
C00835,55,81154,708,3.4,88.14,3,1,12.0,0
C01867,25,55652,609,6.0,201.72,4,1,16.1,0
C02497,53,51034,587,3.0,180.36,2,2,24.3,0
C02011,40,45672,650,4.7,231.58,2,3,12.6,0
C00341,46,55162,665,9.4,28.84,1,0,14.0,0
C02989,57,40922,553,4.1,157.23,4,3,16.6,0
C01602,50,46507,850,2.9,86.82,0,1,8.3,0
C03876,45,51211,593,5.8,287.99,0,0,22.5,0
C04695,49,34300,721,7.0,157.43,3,1,18.6,0
C00481,32,67011,681,0.2,123.5,1,1,17.5,0
C02826,54,71625,650,4.7,115.23,3,0,8.2,1
C04330,56,71235,600,8.0,152.32,0,2,14.9,0
C03541,50,52580,811,1.8,193.94,3,1,9.8,0
C04639,45,68021,647,3.9,239.87,1,0,23.1,0
C03047,50,51889,599,6.0,189.83,2,0,21.6,0
C03991,51,68510,716,4.6,123.43,0,1,15.2,0
C01767,41,63308,740,0.9,137.5,4,3,10.9,0
C04474,26,35437,681,7.3,110.73,2,1,20.8,0
C02454,39,48315,642,5.0,377.55,3,1,23.5,0
C02878,58,42393,761,8.7,23.74,0,1,16.2,0
C03816,23,62157,699,1.7,126.96,1,0,21.0,0
C04017,31,50856,681,4.5,251.75,4,1,16.6,0
C04678,43,60272,717,4.5,179.14,1,0,14.7,1
C03680,50,33224,707,7.6,162.52,2,1,23.7,1
C01272,25,61674,779,6.9,252.54,2,2,14.8,0
C03078,53,67733,605,3.4,201.71,3,3,11.9,0
C04502,42,66390,680,6.4,164.28,0,0,33.7,0
C03095,57,56989,697,2.7,186.63,0,2,21.5,0
C04654,29,60696,626,8.3,268.88,2,0,18.4,0
C00348,58,47256,652,4.7,64.94,3,4,16.9,0
C03882,29,48469,644,8.1,180.76,0,0,15.5,0
C04624,24,61158,830,7.8,177.51,2,2,11.3,0
C02563,47,42771,562,0.8,100.26,0,0,16.4,0
C04591,48,63348,666,10.3,260.36,2,1,16.6,0
C01424,47,63443,644,3.8,131.53,1,0,26.3,0
C00657,51,66718,595,4.3,284.96,2,3,16.3,0
C02103,27,57050,623,5.5,103.27,2,1,19.7,0
C00633,38,36118,723,9.2,342.99,2,1,5.0,0
C02893,35,59725,674,0.2,135.89,2,1,12.9,0
C02494,45,40696,578,0.2,341.61,3,0,14.7,0
C02666,42,51476,605,8.8,204.21,1,0,23.5,0
C04016,26,69548,761,0.2,57.26,1,0,17.1,0
C03663,59,74575,735,11.8,68.73,2,0,19.2,0
C03308,26,72227,593,9.6,298.18,4,3,12.6,0
C03097,27,64035,672,7.6,97.91,2,2,17.6,0
C03920,45,49803,664,4.9,245.25,2,2,22.8,0
C02501,48,75776,531,2.2,73.55,6,0,25.1,0
C01466,25,91337,572,8.0,162.38,7,1,28.6,0
C02834,42,84630,753,4.2,202.15,2,2,23.7,0
C00116,43,55691,637,7.6,229.4,2,1,23.1,0
C01822,51,60140,676,0.6,140.22,2,3,23.4,0
C01495,37,56728,503,6.2,257.72,1,2,19.0,0
C02402,43,64459,667,4.2,217.36,4,0,15.3,0
C01233,59,44696,585,5.3,130.89,1,2,13.5,0
C02662,51,49301,585,7.6,140.37,7,0,19.1,0
C04101,24,54544,718,10.6,313.37,1,3,7.2,0
C04574,56,56418,601,4.9,176.68,3,1,13.7,0
C01154,57,75941,660,10.0,233.26,1,2,10.4,0
C03849,50,37822,772,0.2,171.12,5,1,27.9,0
C00058,27,62267,676,6.7,215.29,1,3,7.7,1
C04105,24,55083,782,5.1,149.95,0,0,16.9,0
C04289,51,63936,772,2.3,110.64,0,1,21.4,0
C04946,49,53378,730,1.1,266.34,1,1,20.0,0
C01736,52,56188,648,1.8,276.02,4,2,15.5,0
C02197,32,68214,640,1.3,254.92,5,2,15.4,0
C03554,49,34259,727,0.2,186.38,1,3,16.2,0
C02476,37,67419,819,4.3,156.03,3,1,5.8,0
C02565,38,66714,741,1.9,232.71,0,0,23.2,0
C03159,47,53681,673,2.5,137.24,3,1,8.0,1
C04035,38,51769,744,4.1,171.17,2,0,20.5,0
C03656,40,44372,670,8.2,167.58,1,0,16.1,0
C00708,43,52990,757,5.1,112.63,3,2,18.2,0
C04281,40,71652,658,6.4,185.98,2,0,19.6,0
C01094,36,42787,701,8.1,235.57,4,3,11.5,0
C04840,58,63160,706,4.5,159.92,2,0,14.2,0
C01377,59,54044,661,3.1,324.33,5,0,23.8,0
C04914,45,65072,656,2.7,261.6,3,1,18.1,0
C00073,39,63329,710,4.5,163.56,0,2,30.0,0
C01923,54,52942,632,4.8,91.19,3,3,15.4,0
C03174,34,62090,700,6.4,171.18,1,0,12.6,0
C01765,44,55513,677,5.5,102.65,1,1,16.0,0
C00744,31,34569,694,7.7,20.0,4,1,16.9,0
C04319,55,49693,634,4.9,244.7,4,2,17.5,0
C01006,57,65563,644,2.8,254.21,3,1,20.4,0
C02669,24,79697,619,7.2,225.12,3,0,30.0,0
C01191,37,51046,695,7.0,219.68,4,1,9.5,0
C04632,32,49992,693,8.3,35.78,3,0,9.1,0
C02602,29,39261,551,5.6,227.46,6,0,10.2,0
C01126,54,66774,712,3.5,174.71,5,1,9.1,0
C01242,52,61412,641,8.6,215.07,0,2,15.8,0
C04607,30,62835,850,4.9,265.67,2,0,28.3,0
C04131,21,63784,720,6.3,249.83,2,2,17.5,0
C03443,39,68458,633,8.6,56.19,4,0,25.3,0
C00999,59,71590,730,11.7,273.66,3,1,15.8,0
C03387,51,58035,615,1.1,176.41,1,1,28.0,0
C02685,41,40951,717,7.0,97.4,2,1,18.2,0
C01578,52,31863,711,4.7,236.0,4,1,7.4,0
C04791,28,79999,737,4.2,172.6,2,2,28.0,0
C01827,25,60919,621,0.7,161.94,2,2,20.5,0
C03293,30,28274,588,2.8,206.67,1,1,7.4,0
C04990,56,22206,633,5.6,215.44,1,1,14.8,0
C03537,22,51901,667,6.9,276.38,1,2,12.7,0
C00441,59,62673,637,3.1,266.02,3,0,19.4,1
C04952,23,68614,650,4.0,229.78,2,0,28.0,0
C01101,40,79082,646,6.1,153.25,1,0,19.4,0
C04011,35,56936,636,3.3,151.03,1,1,9.9,0
C03059,36,56112,727,7.6,248.51,1,0,31.5,1
C00650,54,37993,635,6.6,223.87,4,1,19.9,0
C01547,48,50426,649,3.8,234.12,3,1,28.7,0
C04757,43,63063,806,3.2,188.29,1,2,25.4,0
C03561,23,39948,648,6.2,168.06,1,0,17.9,0
C03887,24,51274,742,6.1,225.17,1,2,28.4,0
C03742,33,55990,641,3.9,229.98,0,1,19.1,0
C00631,50,54866,676,1.9,229.85,1,3,10.8,0
C00673,46,42638,585,2.4,239.77,1,0,12.0,0
C01250,60,43154,725,0.2,153.3,1,1,20.1,0
C00483,31,34744,543,8.6,205.68,2,3,21.3,0
C01585,46,36635,683,7.3,110.51,3,0,9.4,0
C03075,44,65176,691,2.7,27.17,0,2,8.1,0
C04628,28,55732,712,3.9,125.37,0,0,20.1,0
C03039,32,67112,612,4.5,207.7,1,1,15.2,0
C01463,22,39391,645,10.7,129.89,3,2,10.4,0
C03930,50,57150,526,3.9,146.48,6,0,18.4,0
C03622,29,65789,613,4.2,104.57,2,1,15.9,0
C02579,59,48605,767,7.0,207.24,3,0,20.5,0
C03802,44,47571,594,1.4,219.59,1,1,16.1,0
C00050,52,88160,786,5.5,167.27,2,2,19.7,0
C04290,33,65142,850,6.9,149.34,2,0,20.6,0
C03345,42,71899,733,0.6,151.6,1,1,19.6,0
C00859,47,101328,582,1.9,190.28,3,1,20.3,0
C01073,51,55189,687,7.6,149.59,1,1,19.9,0
C00720,44,60107,755,2.6,235.69,2,0,16.6,0
C03718,31,47839,762,1.6,203.13,2,0,20.8,0
C02632,48,56049,787,9.6,145.52,2,1,16.1,0
C04874,44,50839,764,8.9,184.23,1,0,26.9,0
C01661,45,18721,716,9.3,20.0,1,1,18.2,0
C01657,54,43328,627,2.5,144.55,1,1,18.5,0
C02426,43,57705,696,7.5,216.72,1,1,13.4,0
C03525,32,61563,632,1.7,182.67,0,3,21.5,0
C04230,21,45364,677,2.3,180.43,2,2,21.1,0
C04975,53,58215,531,1.5,215.15,1,0,21.0,0
C03310,58,58579,639,6.3,336.95,4,0,25.2,0
C04477,58,51997,699,4.2,178.13,4,0,11.5,0
C03306,31,59870,549,3.0,139.08,4,1,21.9,0
C04752,26,52178,650,5.9,70.74,0,5,19.9,1
C04127,22,77312,611,6.7,124.48,1,0,15.8,0
C02607,42,71427,597,5.8,277.66,3,0,21.5,0
C01386,30,87152,672,4.4,190.45,5,1,14.8,0
C03836,49,93579,653,4.9,204.74,2,1,18.1,0
C01400,32,19987,757,7.8,289.95,4,1,21.1,0
C01196,46,79972,801,5.6,142.8,8,1,18.4,0
C01409,21,56373,815,6.2,104.94,1,1,12.6,0
C03825,44,60602,727,11.1,143.69,1,2,11.9,0
C01799,40,58332,678,4.5,310.14,1,5,11.6,0
C01476,33,50258,723,9.2,164.73,4,1,27.0,0
C04966,25,41325,631,9.4,239.93,1,0,19.7,0
C00036,23,41781,671,1.8,106.72,0,0,22.7,1
C03542,44,47778,680,0.7,163.15,0,1,11.7,0
C02346,31,18000,732,6.4,150.21,1,1,15.7,0
C04679,47,54152,661,5.1,237.75,1,2,19.0,0
C02360,29,35074,577,4.8,211.47,1,0,32.0,0
C02207,26,61403,732,4.5,172.34,2,0,15.2,0
C03768,50,58130,659,3.4,128.95,1,0,1.0,0
C01287,57,97679,700,0.2,184.43,1,3,21.2,0
C00350,27,65134,596,6.0,133.4,1,0,16.0,0
C02138,21,74321,575,8.0,241.08,3,0,22.3,0
C02692,45,61920,675,4.5,249.25,1,1,22.8,0
C04561,40,30923,578,6.1,157.37,4,1,32.0,0
C03968,30,50278,619,4.3,163.4,4,4,11.5,0
C01682,21,50435,678,6.6,267.56,3,2,16.3,0
C04835,60,40785,665,11.9,233.46,3,4,19.0,0
C01444,38,44112,640,7.8,47.0,1,1,17.4,0
C03244,41,41559,638,8.5,62.85,3,2,31.6,0
C01672,43,69620,456,4.7,186.38,1,4,19.7,0
C03837,28,64337,671,4.0,81.38,2,2,18.2,0
C01180,21,85332,734,4.9,205.59,1,2,20.2,0
C02799,49,70824,762,4.4,250.83,1,0,24.2,0
C01693,47,39863,609,3.2,161.64,1,1,16.7,0
C03957,41,55361,672,2.4,176.89,2,0,17.2,0
C00373,37,66293,713,3.3,133.02,1,0,13.4,0
C03611,43,46947,689,0.2,100.9,0,4,19.3,0
C01917,32,49454,850,6.4,181.65,2,2,16.6,0
C01358,26,59517,655,4.8,151.48,3,2,8.8,0
C01826,57,38759,666,4.2,174.26,0,4,16.7,0
C00787,22,38871,697,7.5,84.39,1,0,16.2,0
C00470,58,84169,647,0.2,295.06,2,0,5.0,0
C00141,60,56241,730,3.2,256.53,1,0,15.2,0
C00789,42,47729,669,6.6,116.93,2,1,17.0,0
C00324,57,66548,676,0.2,184.73,0,2,8.5,0
C00051,51,53169,661,3.7,214.97,1,0,28.2,0
C00715,57,54226,640,2.9,123.56,0,0,12.9,0
C04890,40,75041,585,3.8,73.85,0,3,17.7,0
C02841,38,40827,770,8.6,82.69,5,0,17.2,0
C02447,51,38468,636,3.6,219.41,2,0,22.8,0
C04814,43,39381,654,8.1,117.29,1,1,9.6,0
C04420,25,62218,666,2.5,215.11,3,0,10.7,0
C04597,56,22716,702,3.9,128.24,2,0,7.1,0
C03016,39,52583,645,9.3,223.88,1,2,25.0,0
C02667,30,55159,669,6.0,304.15,1,0,10.9,0
C00407,38,75527,828,5.4,177.97,2,2,15.8,0
C03725,21,74892,756,4.6,216.92,4,1,26.0,0
C01005,26,31280,755,11.5,164.55,1,0,16.6,0
C03788,21,82124,659,3.9,93.3,4,1,27.9,0
C00891,24,51298,762,1.4,256.31,2,1,9.8,0
C02412,22,45344,712,8.0,163.96,2,1,4.6,0
C02546,36,54013,551,4.8,176.56,3,0,16.5,0
C04834,30,72289,810,2.1,95.61,2,0,22.2,0
C02391,39,24779,634,3.8,66.37,2,1,10.2,1
C03941,42,77283,762,6.1,222.57,2,0,20.4,0
C00043,49,75666,665,1.8,96.42,3,1,7.2,0
C02831,57,56850,805,0.2,247.1,4,0,19.7,0
C03966,55,56094,705,7.3,244.71,1,1,26.7,0
C00304,56,66246,598,0.2,148.2,4,1,25.8,0
C04514,57,52133,691,10.6,261.05,3,0,20.6,0
C03748,60,51687,764,0.2,153.57,3,1,26.3,0
C00665,44,58527,672,2.4,295.54,0,1,7.8,0
C01178,28,70781,737,7.7,213.95,2,1,14.9,0
C02677,59,50079,624,6.9,85.3,3,1,16.1,0
C01948,57,41153,747,6.6,284.47,1,2,15.2,0
C02502,24,60317,653,1.7,198.41,1,0,18.2,0
